name,sku,selling_price,original_price,color,category,breadcrumbs,description,average_rating,reviews_count,description_preprocess,description_sentiment_nltk,description_sentiment_textblob,description_sentiment_textblob_labels
Allover Print Camo Shorts and Tee Set,H20302,36,45.0,Blue,Clothing,Kids/Clothing,"They're so vibrant, not even camouflage can make them blend in. Get kids dressed to explore in this adidas shorts and t-shirt set. Bright yellow splashes on the camo shout to their unstoppable energy. Soft cotton fabric means they'll be comfy, no matter where their discoveries take them.

By buying cotton products from us, you're supporting more sustainable cotton farming.",5.0,8,"'re vibrant , even camouflage make blend . get kid dressed explore adidas short t-shirt set . bright yellow splash camo shout unstoppable energy . soft cotton fabric mean 'll comfy , matter discovery take . buying cotton product u , 're supporting sustainable cotton farming .",1,0.28611111111111115,Positive
Marimekko Believe This Primegreen AEROREADY Training Bra,GV2043,20,28.0,Pink,Clothing,Kids/Clothing,"Celebrate female empowerment your own way. Designed with Finnish label Marimekko, this juniors' adidas training bra shows off your fierce, feminine spirit. Bright colors in Marimekko's famous Räsymatto design give you signature style. Work hard in comfort thanks to moisture-absorbing AEROREADY.

This product is made with Primegreen, a series of high-performance recycled materials.",4.0,2,"celebrate female empowerment way . designed finnish label marimekko , junior ' adidas training bra show fierce , feminine spirit . bright color marimekko 's famous räsymatto design give signature style . work hard comfort thanks moisture-absorbing aeroready . product made primegreen , series high-performance recycled material .",1,0.2847222222222222,Positive
Brand Love Repeat Logo High-Waist Woven Pants,GS1355,36,45.0,Black,Clothing,Women/Clothing,"First things first. These are not your average track pants. They've got big personality, with an allover crinkle texture and a stacked adidas Badge of Sport that will make you do a double take. Elastic at the waist and ankles gives a secure fit with plenty of give.

This product is made with recycled content as part of our ambition to end plastic waste.",4.3,16,"first thing first . average track pant . 've got big personality , allover crinkle texture stacked adidas badge sport make double take . elastic waist ankle give secure fit plenty give . product made recycled content part ambition end plastic waste .",1,0.11875,Positive
adidas x Zoe Saldana Feelbrilliant AEROREADY 3/4 Printed Sport Tights,GS3913,36,45.0,Black,Clothing,Women/Clothing,"With these adidas tights, you don't have to choose between function and style. Bend, stretch and flex confidently in a snug fit that offers coverage in all the right places. Stay comfortable even when your workout heats up, then move on to the rest of your day feeling fresh and dry, thanks to moisture-absorbing AEROREADY. The allover print brings style for any occasion.",4.9,19,"adidas tights , n't choose function style . bend , stretch flex confidently snug fit offer coverage right place . stay comfortable even workout heat , move rest day feeling fresh dry , thanks moisture-absorbing aeroready . allover print brings style occasion .",1,0.2648809523809524,Positive
Brand Love Repeat Logo High-Waist Woven Pants,H10244,41,45.0,Purple,Clothing,Women/Clothing,"First things first. These are not your average track pants. They've got big personality, with an allover crinkle texture and a stacked adidas Badge of Sport that will make you do a double take. Elastic at the waist and ankles gives a secure fit with plenty of give.

This product is made with recycled content as part of our ambition to end plastic waste.",4.3,16,"first thing first . average track pant . 've got big personality , allover crinkle texture stacked adidas badge sport make double take . elastic waist ankle give secure fit plenty give . product made recycled content part ambition end plastic waste .",1,0.11875,Positive
ZX 2K Boost 2.0 Shoes,GZ7826,105,150.0,Green,Shoes,Women/Shoes,ZXience expands the ZX universe with a glow. Step into the ZX 2K BOOST 2.0 to experience the cushioned comfort of the wrapped Boost midsole. Embrace the glow of the upper's bold luminous design. Eyes may widen. Embrace all sensations.,4.7,58,zxience expands zx universe glow . step zx 2k boost 2.0 experience cushioned comfort wrapped boost midsole . embrace glow upper 's bold luminous design . eye may widen . embrace sensation .,1,0.16666666666666666,Positive
3-Stripes Low Cut Socks 3 Pairs,EX6581,10,14.0,Grey,Accessories,Women/Accessories,"Long sets of tuck-ups or leg presses, workouts feel just a little bit easier with the 3-Stripes on your side. Cut low for a comfort, these socks show off a touch of adidas love on the cuff for added motivation when you need it. Lightweight, moisture-wicking yarn keeps your feet feeling as good as they look.",4.8,6,"long set tuck-ups leg press , workout feel little bit easier 3-stripes side . cut low comfort , sock show touch adidas love cuff added motivation need . lightweight , moisture-wicking yarn keep foot feeling good look .",1,0.14375,Positive
Future Icons 3-Stripes Tapered-Leg Pants,H07368,32,45.0,Grey,Clothing,Kids/Clothing,"Let your 3-Stripes do your talking for you. Warm up or cool down between workouts in these juniors' pants. Show off your love of adidas with a fresh take on the 3-Stripes. Soft knit feels like the weekend no matter what day you wear them. Enough said.

This product is made with Primegreen, a series of high-performance recycled materials.",4.6,14,"let 3-stripes talking . warm cool workout junior ' pant . show love adidas fresh take 3-stripes . soft knit feel like weekend matter day wear . enough said . product made primegreen , series high-performance recycled material .",1,0.24206349206349206,Positive
HEAT.RDY Warrior Tee,GU0680,40,50.0,Purple,Clothing,Men/Clothing,"Boot camp: Day one. Ah, the old inflatable obstacle course. You're going to conquer it like it's a bouncy castle. This adidas training t-shirt is made with HEAT.RDY to maximize airflow, so you feel cool as you maneuver. Three minutes later, you're swinging through the waterfall, and you're out.",4.6,57,"boot camp : day one . ah , old inflatable obstacle course . 're going conquer like 's bouncy castle . adidas training t-shirt made heat.rdy maximize airflow , feel cool maneuver . three minute later , 're swinging waterfall , 're .",1,0.15,Positive
ZX 2K Boost 2.0 Shoes,GY3494,135,150.0,White,Shoes,Men/Shoes,"Look fast. Feel fast. Built on cutting-edge running tech and a progressive spirit, these adidas ZX 2K Boost 2.0 Shoes serve up serious comfort for all your daily moves. Responsive Boost energizes every step as you zip around town. Translucent details flash futuristic style.",4.7,183,"look fast . feel fast . built cutting-edge running tech progressive spirit , adidas zx 2k boost 2.0 shoe serve serious comfort daily move . responsive boost energizes every step zip around town . translucent detail flash futuristic style .",1,0.016666666666666677,Positive
ZX 2K Boost Pure Shoes,GZ7730,135,150.0,Blue,Shoes,Men/Shoes,Peer into pure satisfaction. Lace into the stealthy upper of the ZX 2K BOOST PURE's sophisticated tech silhouette. Feel the soft materials embrace your feet. Take a squishy step. The ZX universe just expanded to a new level of sensation.,4.3,26,peer pure satisfaction . lace stealthy upper zx 2k boost pure 's sophisticated tech silhouette . feel soft material embrace foot . take squishy step . zx universe expanded new level sensation .,1,0.1941558441558442,Positive
Racer TR21 Shoes,H00647,53,75.0,White,Shoes,Women/Shoes,"These adidas shoes bring the athletic style of running footwear to your everyday look. Move confidently through your day in a comfortably snug fit and a lightweight midsole that provides all-day cushioning underfoot.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",4.8,78,"adidas shoe bring athletic style running footwear everyday look . move confidently day comfortably snug fit lightweight midsole provides all-day cushioning underfoot . product made primegreen , series high-performance recycled material . 50 % upper recycled content . virgin polyester .",1,0.22000000000000003,Positive
